common_name,genus,species,type,cultivar,date_removed,latitude,longitude
Black Hills Spruce,Picea,glauca,Coniferous,Densata,,-111.0506272,45.66591694
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0506967,45.66588832
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0476871,45.66896778
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.047647,45.66900835
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0475881,45.66899215
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0471652,45.66897266
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0470866,45.66903409
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0470711,45.66895679
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0469405,45.66899993
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0469409,45.66894208
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0470116,45.66886742
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.04719,45.66890906
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0472325,45.66883932
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0471955,45.66849451
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0471526,45.66823672
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0470307,45.66815129
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0470162,45.66800333
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.047209,45.66795627
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.047129,45.6680293
Spruce,Picea,pungens,Coniferous,,,-111.0471723,45.66802424
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0474635,45.66791662
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.047558,45.66795079
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0476238,45.66799783
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0475168,45.66805422
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0474875,45.66808437
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0472743,45.66821678
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0472846,45.66817054
Spruce (white),Picea,glauca,Coniferous,,,-111.0474246,45.66832956
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0472862,45.66815799
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0473527,45.66817721
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.047354,45.66816223
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0475052,45.66814568
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0475388,45.66813107
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0475566,45.66816271
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0475724,45.66816479
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0475568,45.66814832
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0475706,45.6681513
Spruce,Picea,pungens,Coniferous,,,-111.0475169,45.66767079
Spruce,Picea,pungens,Coniferous,,,-111.0475353,45.66763575
Arborvitae,Thuja,occidentalis,Coniferous,Techny,,-111.0470486,45.66670765
Arborvitae,Thuja,occidentalis,Coniferous,Techny,,-111.047039,45.66669726
Arborvitae,Thuja,occidentalis,Coniferous,Techny,,-111.047073,45.66670682
Arborvitae,Thuja,occidentalis,Coniferous,Techny,,-111.0470978,45.66671344
Arborvitae,Thuja,occidentalis,Coniferous,Techny,,-111.0470668,45.66664383
Arborvitae,Thuja,occidentalis,Coniferous,Techny,,-111.0468604,45.66630473
Arborvitae,Thuja,occidentalis,Coniferous,Techny,,-111.04686,45.6662507
Arborvitae,Thuja,occidentalis,Coniferous,Techny,,-111.0468603,45.66619361
Arborvitae,Thuja,occidentalis,Coniferous,Techny,,-111.0468575,45.66613131
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0480254,45.66689415
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0473149,45.66692275
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0471249,45.66696754
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0470533,45.66681177
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0470462,45.66679717
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0470522,45.66679003
Subalpine Fir,Abies,lasiocarpa,Coniferous,,,-111.0469156,45.66588584
Subalpine Fir,Abies,lasiocarpa,Coniferous,,,-111.0468688,45.66590861
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0469416,45.66556057
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0469493,45.66553887
Spruce (Blue),Picea,pungens,Coniferous,,,-111.045575,45.66533458
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0455916,45.66608596
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0455898,45.66611971
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0455806,45.66615183
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0456101,45.66619545
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0455808,45.66623411
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0483976,45.66692264
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0483976,45.66692264
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0486756,45.66711422
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0516941,45.66550608
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.051535,45.66579304
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0515432,45.66578161
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0514204,45.66575194
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0505409,45.66618676
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0504843,45.66621817
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0501346,45.66657431
Spruce (Blue),Picea,pungens,Coniferous,Fat Albert,,-111.0513273,45.66672074
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0514502,45.66671856
Fir (Concolor),Abies,concolor,Coniferous,,,-111.0514843,45.66679408
Fir (Concolor),Abies,concolor,Coniferous,,,-111.0515445,45.66679458
Fir (Concolor),Abies,concolor,Coniferous,,,-111.051575,45.66672648
Spruce (white),Picea,glauca,Coniferous,,,-111.0509455,45.66698985
Spruce,Picea,pungens,Coniferous,,,-111.0508597,45.66700956
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0507101,45.66693393
Spruce,Picea,pungens,Coniferous,,,-111.0507528,45.66678162
Spruce,Picea,pungens,Coniferous,,,-111.0507625,45.66669181
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0519338,45.66673306
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0518815,45.66677604
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0518369,45.66681727
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0519174,45.66688004
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.051892,45.66693682
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0518518,45.66699272
Spruce (white),Picea,glauca,Coniferous,,,-111.0517957,45.66697325
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0517438,45.66699913
Pine (Mugo),Pinus,mugo,Coniferous,,,-111.0518085,45.6669352
Pine (Bristlecone),Pinus,aristata,Coniferous,,,-111.0518506,45.66690295
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0531441,45.6657367
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0531428,45.66580016
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0530795,45.6658778
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0529558,45.66591745
Spruce (white),Picea,glauca,Coniferous,,,-111.0530656,45.66609125
Spruce (Blue),Picea,pungens,Coniferous,,,-111.053392,45.66653989
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0533443,45.66667711
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0526538,45.66707862
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0527448,45.66711326
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0528329,45.66708191
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0526126,45.66752177
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0528069,45.66757126
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0527153,45.66761445
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0537165,45.66751966
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0538174,45.66750385
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0537289,45.66742931
Spruce (Norway),Picea,abies,Coniferous,,,-111.0540714,45.66733782
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0541083,45.6673795
Spruce (white),Picea,glauca,Coniferous,,,-111.0540533,45.66714259
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0540417,45.66695615
Limber Pine,Pinus,flexilis,Coniferous,,,-111.0538697,45.66712064
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0537952,45.66713425
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0537347,45.66708709
Spruce,Picea,pungens,Coniferous,,,-111.0457466,45.66496187
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0469111,45.6678944
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0471232,45.66808718
Pine (Limber),Pinus,flexilis,Coniferous,,,-111.0532634,45.67002298
Pine (Limber),Pinus,flexilis,Coniferous,,,-111.0532666,45.67007747
Spruce,Picea,pungens,Coniferous,,,-111.0534062,45.67024474
Spruce,Picea,pungens,Coniferous,,,-111.0533735,45.67039048
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0529353,45.67036432
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0528196,45.67042236
Spruce,Picea,pungens,Coniferous,,,-111.052695,45.67040607
Spruce,Picea,pungens,Coniferous,,,-111.0528029,45.67034673
Pine (Lodgepole),Pinus,contorta,Coniferous,,,-111.052844,45.67040921
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.052857,45.67040782
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0531625,45.67097182
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0532354,45.67098064
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0530662,45.6709175
Spruce (Blue),Picea,pungens,Coniferous,,,-111.053028,45.67087106
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0530268,45.67081686
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0528955,45.67084072
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0529494,45.67090607
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0526643,45.67094123
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0526901,45.67086451
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0526113,45.67084644
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0528137,45.67066726
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0523132,45.67054683
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0523816,45.67088294
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0524691,45.67093105
Spruce,Picea,pungens,Coniferous,Iseli Fastigate,,-111.0456534,45.66696766
Bristlecone Pine,Pinus,aristata,Coniferous,,6/3/15 0:00,-111.0535852,45.66898454
Rocky Mtn Juniper,Juniperus,scopulorum,Coniferous,,,-111.0534785,45.66886477
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0524472,45.66922082
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0525965,45.66919284
Bristlecone Pine,Pinus,aristata,Coniferous,,,-111.0513047,45.66752831
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0559378,45.67068953
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0555662,45.67027847
Pine (Lodgepole),Pinus,contorta,Coniferous,,,-111.0569687,45.66981934
Pine (Lodgepole),Pinus,contorta,Coniferous,,,-111.0569673,45.67005763
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0569663,45.66996274
Fat Albert Spruce,Picea,pungens,Coniferous,Fat Albert,,-111.0518063,45.67088112
Pine (Bristlecone),Pinus,aristata,Coniferous,Sherwood,,-111.0502079,45.6675514
Pine (Bristlecone),Pinus,aristata,Coniferous,Sherwood,,-111.0498646,45.66755541
Sester Spruce,Picea,pungens,Coniferous,Sester Dwarf,,-111.0503349,45.66750302
Pine (Bristlecone),Pinus,mugo,Coniferous,Tannenbaum,,-111.0511718,45.666923
Pine (Bristlecone),Pinus,mugo,Coniferous,Tannenbaum,,-111.0513059,45.66694671
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0507924,45.66645963
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0483207,45.67029131
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0483951,45.67031168
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0483208,45.67038403
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0483258,45.67087342
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0483455,45.67081931
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0483844,45.67102525
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0483037,45.67091908
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0489265,45.67108868
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0489407,45.67105281
Spruce (Engelmann),Picea,glauca,Coniferous,,,-111.0489669,45.67106959
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0490055,45.67107637
Spruce (Blue),Picea,pungens,Coniferous,,,-111.04655,45.66928034
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0455508,45.66927664
Dwarf Spruce,Picea,glauca,Coniferous,,,-111.0458661,45.66948484
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0462018,45.6696847
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0461992,45.66967764
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0462053,45.66965511
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0461999,45.66959548
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0461823,45.669511
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0462003,45.6696637
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0462049,45.66970046
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0458823,45.6696171
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0459207,45.66961486
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0458511,45.66936034
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0456568,45.66933319
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.046222,45.66946609
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0462244,45.66942605
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0459133,45.66977027
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0461705,45.66976908
Engelmann Spruce,Picea,engelmanni,Coniferous,,,-111.0465239,45.6697674
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0459028,45.66964425
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0458899,45.66964977
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0462524,45.66935208
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0456432,45.66894059
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0455801,45.6690308
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0455957,45.6687382
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0459936,45.66901092
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0459788,45.66894315
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0460483,45.66896348
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0461903,45.66898793
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0463305,45.66898308
Spruce (Engelmann),Picea,glauca,Coniferous,,,-111.0463411,45.66903421
Spruce (Engelmann),Picea,engelmannii,Coniferous,,2/15/15 0:00,-111.0463812,45.66902505
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0463795,45.66898471
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0464139,45.66899948
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0464224,45.66895606
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0463955,45.66859117
Arborvitae,Thuja,orientalis,Coniferous,,,-111.0457548,45.66880372
Arborvitae,Thuja,orientalis,Coniferous,,,-111.0457453,45.66879569
Arborvitae,Thuja,orientalis,Coniferous,,,-111.045714,45.66875739
Arborvitae,Thuja,orientalis,Coniferous,,,-111.0457474,45.66876139
Arborvitae,Thuja,orientalis,Coniferous,,,-111.0457619,45.66876307
Arborvitae,Thuja,orientalis,Coniferous,,,-111.0457544,45.6687295
Arborvitae,Thuja,orientalis,Coniferous,,,-111.0457741,45.66862957
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0475763,45.66953154
Fir (Subalpine),Abies,lasiocarpa,Coniferous,,,-111.0476139,45.66959994
Spruce,Picea,pungens,Coniferous,,,-111.0473638,45.66928723
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0501678,45.67102943
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.05007,45.67103595
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0499808,45.67107411
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.055093,45.66590213
Pine (Austrian),Pinus,nigra,Coniferous,,10/1/14 0:00,-111.0550432,45.66591187
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0550016,45.66590358
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0548051,45.66599673
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0549635,45.66510556
Spruce,Picea,pungens,Coniferous,,,-111.0538837,45.66580388
Spruce,Picea,pungens,Coniferous,,,-111.0542552,45.66551794
Spruce,Picea,pungens,Coniferous,,,-111.0538861,45.66531121
Spruce,Picea,pungens,Coniferous,,,-111.0536546,45.6653066
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0541671,45.66559174
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0542018,45.66529554
Spruce,Picea,pungens,Coniferous,,,-111.0536183,45.66580616
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0536559,45.66595498
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0536561,45.66607669
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0538955,45.66631277
Spruce,Picea,glauca,Coniferous,,,-111.0537138,45.66617216
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0536223,45.66616875
"Mugo Pine """"Tannebaum""""",Pinus,,Coniferous,,,-111.0502079,45.6675514
"Mugo Pine """"Tannebaum""""",Pinus,,Coniferous,,,-111.0513047,45.66752831
Austrian Pine,Pinus,nigra,Coniferous,,10/1/14 0:00,-111.0556087,45.66583381
Austrian Pine,Pinus,nigra,Coniferous,,10/1/14 0:00,-111.0556095,45.66578985
Austrian Pine,Pinus,nigra,Coniferous,,10/1/14 0:00,-111.0556076,45.66573844
Austrian Pine,Pinus,nigra,Coniferous,,10/1/14 0:00,-111.0556078,45.66569163
Lilac (Japanese),Syringa, ,Deciduous,Spring Snow,,-111.0505194,45.66274847
Lilac (Japanese),Syringa, ,Deciduous,,,-111.0504316,45.66270019
Spruce,Picea,pungens,Coniferous,,,-111.0623659,45.66655741
Spruce,Picea,pungens,Coniferous,,,-111.062365,45.66660927
Spruce,Picea,pungens,Coniferous,,,-111.0623621,45.66666679
Spruce,Picea,pungens,Coniferous,,,-111.0623614,45.66672188
Spruce,Picea,pungens,Coniferous,,,-111.0623604,45.66677112
Spruce,Picea,pungens,Coniferous,,,-111.0623591,45.66682216
Spruce,Picea,pungens,Coniferous,,,-111.0623597,45.66688085
Spruce,Picea,pungens,Coniferous,,,-111.0623548,45.66693656
Spruce,Picea,pungens,Coniferous,,,-111.0623551,45.6669869
Spruce,Picea,pungens,Coniferous,,,-111.0623508,45.6670469
Spruce,Picea,pungens,Coniferous,,,-111.0623516,45.66710225
Spruce,Picea,pungens,Coniferous,,,-111.0623505,45.66715111
Spruce,Picea,pungens,Coniferous,,,-111.0623481,45.66721018
Spruce,Picea,pungens,Coniferous,,,-111.0623423,45.66727239
Spruce,Picea,pungens,Coniferous,,,-111.0623417,45.66734503
Columnar Blue Spruce,Picea,pungens,Coniferous,,,-111.0505311,45.6676948
Japanese Tree Lilac,Syringa,reticulata,Deciduous,,,-111.0455614,45.66663383
Japanese Tree Lilac,Syringa,reticulata,Deciduous,,,-111.0455599,45.66643401
American Elm,Ulmus,americana,Deciduous,,,-111.04556,45.66653302
Austrian Pine,Pinus,nigra,Coniferous,,,-111.0436386,45.66270517
Austrian Pine,Pinus ,nigra,Coniferous,,,-111.0502343,45.66881267
Honey Locust (Prarie Silk),Gleditsia,triacanthos,Deciduous,Prarie Silk,,-111.057545,45.66415514
Honey Locust (Prarie Silk),Gleditsia,triacanthos,Deciduous,Prarie Silk,,-111.0575446,45.66427161
Honey Locust (Prarie Silk),Gleditsia,triacanthos,Deciduous,Prarie Silk,,-111.0575447,45.66440769
Honey Locust (Prarie Silk),Gleditsia,triacanthos,Deciduous,Prarie Silk,,-111.0575455,45.66456722
Honey Locust (Prarie Silk),Gleditsia,triacanthos,Deciduous,Prarie Silk,,-111.0575436,45.66470924
Honey Locust (Prarie Silk),Gleditsia,triacanthos,Deciduous,Prarie Silk,,-111.0575283,45.66485309
Honey Locust (Prarie Silk),Gleditsia,triacanthos,Deciduous,Prarie Silk,,-111.0575332,45.66502916
Maple,Acer,fremanii,Deciduous,Sienna Glen,,-111.0575734,45.66516679
Maple ,Acer,fremanii,Deciduous,Sienna Glen,,-111.0576124,45.66412052
,,,Deciduous,,,-111.0453366,45.66808354
,,,Deciduous,,,-111.0453357,45.66803892
,,,Deciduous,,,-111.0453359,45.66794697
,,,Deciduous,,,-111.045337,45.66787054
,,,Deciduous,,,-111.0452611,45.66813246
,,,Deciduous,,,-111.0451485,45.66813529
,,,Deciduous,,,-111.0449184,45.66813455
,,,Deciduous,,,-111.0447853,45.66813267
,,,Coniferous,,,-111.0448248,45.66791488
,,,Coniferous,,,-111.0449193,45.66781621
,,,Deciduous,,,-111.0450975,45.66781539
,,,Deciduous,,,-111.0450636,45.6678219
,,,Deciduous,,,-111.044804,45.66808311
,,,Deciduous,,,-111.0448429,45.66808223
,,,Deciduous,,,-111.0563936,45.66700774
,,,Deciduous,,,-111.0563881,45.66707763
,,,Deciduous,,,-111.0563881,45.66724268
,,,Deciduous,,,-111.0563813,45.66732238
Spruce,Picea,,Coniferous,,,-111.0547512,45.66710244
,,,Deciduous,,,-111.055517,45.6674074
Honeylocust,Gleditsia,triacanthos,Deciduous,,,-111.0555301,45.66730856
Honeylocust,Gleditsia,triacanthos,Deciduous,,,-111.0554243,45.66730698
Honeylocust,Gleditsia,triacanthos,Deciduous,,,-111.0551808,45.66730782
Honeylocust,Gleditsia,triacanthos,Deciduous,,,-111.0550583,45.66730882
Spruce,Picea,,Coniferous,,,-111.0548774,45.66706244
Aspen,Populos,tremuloides,Deciduous,,,-111.0550544,45.66653042
Aspen,Populos,tremuloides,Deciduous,,,-111.055143,45.66652599
Aspen,Populos,tremuloides,Deciduous,,,-111.0551636,45.66647837
Aspen,Populos,tremuloides,Deciduous,,,-111.0552443,45.66645939
Aspen,Populos,tremuloides,Deciduous,,,-111.0553316,45.6664601
Aspen,Populos,tremuloides,Deciduous,,,-111.0554139,45.66647219
Aspen,Populos,tremuloides,Deciduous,,,-111.055498,45.66648851
Aspen,Populos,tremuloides,Deciduous,,,-111.0554499,45.66652648
Aspen,Populos,tremuloides,Deciduous,,,-111.0553823,45.6665097
Aspen,Populos,tremuloides,Deciduous,,,-111.0552625,45.66652821
Aspen,Populos,tremuloides,Deciduous,,,-111.055549,45.66653116
Russian Olive,Elaeagnus,,Deciduous,,,-111.0556844,45.66681515
Russian Olive,Elaeagnus,,Deciduous,,,-111.0556292,45.66685996
Honeylocust,Gleditsia,triacanthos,Deciduous,,,-111.0550696,45.66697777
Honeylocust,Gleditsia,triacanthos,Deciduous,,,-111.0551487,45.66697677
Honeylocust,Gleditsia,triacanthos,Deciduous,,,-111.0552645,45.66697751
Honeylocust,Gleditsia,triacanthos,Deciduous,,,-111.0553549,45.66698045
Honeylocust,Gleditsia,triacanthos,Deciduous,,,-111.0554505,45.66698915
Honeylocust,Gleditsia,triacanthos,Deciduous,,,-111.0556455,45.66699542
Honeylocust,Gleditsia,triacanthos,Deciduous,,,-111.0557387,45.66700016
Cottonwood,Populous,,Deciduous,,,-111.0556712,45.66716752
,,,Coniferous,,,-111.0567478,45.66727758
Pine (Limber),Pinus,flexilis,Coniferous,,,-111.0549864,45.66642398
Spruce,Picea,pungens,Coniferous,,,-111.0547764,45.6664463
 ,<Null>, ,Deciduous,,,-111.0563853,45.66747461
 ,<Null>, ,Deciduous,,,-111.0562894,45.66747363
 ,<Null>, ,Deciduous,,,-111.0561957,45.66747037
 ,<Null>, ,Deciduous,,,-111.0560049,45.66747148
 ,<Null>, ,Deciduous,,,-111.0559114,45.66747218
 ,<Null>, ,Deciduous,,,-111.0558043,45.66747032
 ,<Null>, ,Deciduous,,,-111.0555674,45.66770157
 ,<Null>, ,Deciduous,,,-111.0556442,45.66769476
 ,<Null>, ,Deciduous,,,-111.0554869,45.66770046
 ,<Null>, ,Deciduous,,,-111.0554917,45.66776346
 ,<Null>, ,Deciduous,,,-111.0555734,45.66777087
 ,<Null>, ,Deciduous,,,-111.0556351,45.6677689
 ,<Null>, ,Deciduous,,,-111.056028,45.66787878
Aspen,Populus,tremuloides,Deciduous,,,-111.0561111,45.66791015
 ,<Null>, ,Deciduous,,,-111.0561572,45.66788296
 ,<Null>, ,Deciduous,,,-111.0562197,45.66775152
 ,<Null>, ,Deciduous,,,-111.0565087,45.66776658
 ,<Null>, ,Coniferous,,,-111.0566358,45.6677176
 ,<Null>, ,Deciduous,,,-111.0565958,45.66791566
 ,<Null>, ,Deciduous,,,-111.0562479,45.66815799
 ,<Null>, ,Deciduous,,,-111.0551893,45.66808472
 ,<Null>, ,Coniferous,,,-111.0548745,45.66817025
 ,<Null>, ,Deciduous,,,-111.0547994,45.66803349
 ,<Null>, ,Deciduous,,,-111.054748,45.66803452
 ,<Null>, ,Deciduous,,,-111.0547715,45.66765295
Aspen - DEAD,Populos,tremuloides,Deciduous,,,-111.055161,45.66615773
Aspen,Populos,tremuloides,Deciduous,,,-111.0553561,45.6661543
Aspen - DEAD,Populos,tremuloides,Deciduous,,,-111.055332,45.66611958
Aspen,Populos,tremuloides,Deciduous,,,-111.05514,45.66612641
Aspen,Populos,tremuloides,Deciduous,,,-111.0551774,45.66627397
Aspen,Populos,tremuloides,Deciduous,,,-111.0551661,45.66629576
Aspen,Populos,tremuloides,Deciduous,,,-111.0552026,45.66632603
,,,Coniferous,,,-111.0544223,45.66691076
,,,Coniferous,,,-111.0544463,45.66641311
 ,<Null>, ,Coniferous,,,-111.0560474,45.66620641
Aspen x3,<Null>, ,Deciduous,,,-111.055574,45.66613064
 ,<Null>, ,Deciduous,,,-111.0552753,45.66830503
 ,<Null>, ,Deciduous,,,-111.0554788,45.66833975
